county.ind,state.county,yr,wk,diffGDD.9403
286,27029,2012,16,35.3595
286,27029,2012,17,23.1221
286,27029,2012,18,31.5945
286,27029,2012,19,68.0657
286,27029,2012,20,84.8547
286,27029,2012,21,116.0478
286,27029,2012,22,125.9356
286,27029,2012,23,133.0822
286,27029,2012,24,122.286
286,27029,2013,16,-21.1825
286,27029,2013,17,-17.2489
286,27029,2013,18,-7.4805
286,27029,2013,19,9.8137
286,27029,2013,20,19.6117
286,27029,2013,21,23.9028
286,27029,2013,22,2.1826
286,27029,2013,23,-18.8548
286,27029,2013,24,-45.446
286,27029,2014,16,-7.8805
286,27029,2014,17,-7.5779
286,27029,2014,18,-12.4825
286,27029,2014,19,-14.8993
286,27029,2014,20,-34.1043
286,27029,2014,21,-34.6112
286,27029,2014,22,-41.9654
286,27029,2014,23,-48.2508
286,27029,2014,24,-50.594
286,27029,2015,16,-6.2995
286,27029,2015,17,-17.7049
286,27029,2015,18,-14.8575
286,27029,2015,19,-20.3943
286,27029,2015,20,-14.5203
286,27029,2015,21,-15.1962
286,27029,2015,22,1.7056
286,27029,2015,23,-10.7278
286,27029,2015,24,-4.015
286,27029,2016,16,20.8035
286,27029,2016,17,16.3021
286,27029,2016,18,8.9255
286,27029,2016,19,7.6717
286,27029,2016,20,2.9947
286,27029,2016,21,2.0478
286,27029,2016,22,14.1076
286,27029,2016,23,19.0502
286,27029,2016,24,15.288
286,27029,2017,16,15.8985
286,27029,2017,17,-5.4169
286,27029,2017,18,-27.2185
286,27029,2017,19,-16.7903
286,27029,2017,20,-27.3153
286,27029,2017,21,-21.7922
286,27029,2017,22,-12.1384
286,27029,2017,23,-17.0638
286,27029,2017,24,-24.172
286,27029,2018,16,89.3485
286,27029,2018,17,100.2011
286,27029,2018,18,104.1875
286,27029,2018,19,113.2157
286,27029,2018,20,128.5357
286,27029,2018,21,119.0138
286,27029,2018,22,110.9416
286,27029,2018,23,104.0132
286,27029,2018,24,112.833
287,27031,1994,16,13.9348
287,27031,1994,17,39.6548
287,27031,1994,18,30.4765
287,27031,1994,19,29.9194
287,27031,1994,20,15.1828
287,27031,1994,21,10.4535
287,27031,1994,22,1.9487
287,27031,1994,23,-3.8818
287,27031,1994,24,-20.3461
287,27031,1995,16,25.6498
287,27031,1995,17,60.0068
287,27031,1995,18,51.4515
287,27031,1995,19,44.8984
287,27031,1995,20,55.2498
287,27031,1995,21,52.1315
287,27031,1995,22,59.5917
287,27031,1995,23,58.4472
287,27031,1995,24,66.9199
287,27031,1996,16,-14.6272
287,27031,1996,17,-24.5202
287,27031,1996,18,-19.2395
287,27031,1996,19,-13.5626
287,27031,1996,20,-32.7252
287,27031,1996,21,-36.7865
287,27031,1996,22,-51.4233
287,27031,1996,23,-61.0388
287,27031,1996,24,-62.3891
287,27031,1997,16,-16.2992
287,27031,1997,17,-23.1342
287,27031,1997,18,-15.4595
287,27031,1997,19,-31.9616
287,27031,1997,20,-25.7562
287,27031,1997,21,-23.0665
287,27031,1997,22,-22.7473
287,27031,1997,23,-21.4868
287,27031,1997,24,-24.5531
287,27031,1998,16,17.4478
287,27031,1998,17,12.4238
287,27031,1998,18,14.0725
287,27031,1998,19,13.3364
287,27031,1998,20,28.4678
287,27031,1998,21,30.7295
287,27031,1998,22,18.1887
287,27031,1998,23,18.3442
287,27031,1998,24,25.5479
287,27031,1999,16,4.1248
287,27031,1999,17,0.1178
287,27031,1999,18,-6.3925
287,27031,1999,19,-1.4176
287,27031,1999,20,-6.4782
287,27031,1999,21,-2.5185
287,27031,1999,22,20.0557
287,27031,1999,23,23.6632
287,27031,1999,24,10.7229
287,27031,2000,16,-24.3222
287,27031,2000,17,-45.9172
287,27031,2000,18,-55.4285
287,27031,2000,19,-60.6336
287,27031,2000,20,-57.6602
287,27031,2000,21,-72.4135
287,27031,2000,22,-72.9563
287,27031,2000,23,-64.9878
287,27031,2000,24,-74.6271
287,27031,2001,16,-1.5772
287,27031,2001,17,-7.8052
287,27031,2001,18,8.1605
287,27031,2001,19,1.7604
287,27031,2001,20,9.1438
287,27031,2001,21,12.9005
287,27031,2001,22,6.7897
287,27031,2001,23,17.8382
287,27031,2001,24,35.5529
287,27031,2002,16,-26.0322
287,27031,2002,17,-31.5162
287,27031,2002,18,-11.6795
287,27031,2002,19,6.3274
287,27031,2002,20,17.8208
287,27031,2002,21,37.0545
287,27031,2002,22,40.2917
287,27031,2002,23,36.1962
287,27031,2002,24,36.9979
287,27031,2003,16,21.7008
287,27031,2003,17,20.6898
287,27031,2003,18,4.0385
287,27031,2003,19,11.3334
287,27031,2003,20,-3.2452
287,27031,2003,21,-8.4845
287,27031,2003,22,0.2607
287,27031,2003,23,-3.0938
287,27031,2003,24,6.1739
287,27031,2004,16,-54.5108
287,27031,2004,17,-71.6472
287,27031,2004,18,-91.2585
287,27031,2004,19,-102.3526
287,27031,2004,20,-104.2192
287,27031,2004,21,-100.6385
287,27031,2004,22,-105.7853
287,27031,2004,23,-116.5728
287,27031,2004,24,-136.5121
287,27031,2005,16,-16.5072
287,27031,2005,17,-3.7302
287,27031,2005,18,-9.4255
287,27031,2005,19,-11.8746
287,27031,2005,20,12.1758
287,27031,2005,21,17.5235
287,27031,2005,22,13.6827
287,27031,2005,23,21.2892
287,27031,2005,24,34.7789
287,27031,2006,16,24.3728
287,27031,2006,17,27.4318
287,27031,2006,18,30.3395
287,27031,2006,19,42.9984
287,27031,2006,20,71.5958
287,27031,2006,21,90.0905
287,27031,2006,22,104.2917
287,27031,2006,23,114.2202
287,27031,2006,24,112.2209
287,27031,2007,16,50.6528
287,27031,2007,17,47.5628
287,27031,2007,18,41.2985
287,27031,2007,19,54.8084
287,27031,2007,20,38.1618
287,27031,2007,21,35.2055
287,27031,2007,22,63.5517
287,27031,2007,23,87.6072
287,27031,2007,24,93.2729
287,27031,2008,16,-53.5425
287,27031,2008,17,-60.6392
287,27031,2008,18,-55.9025
287,27031,2008,19,-50.1996
287,27031,2008,20,-64.7552
287,27031,2008,21,-62.4445
287,27031,2008,22,-59.2483
287,27031,2008,23,-57.7638
287,27031,2008,24,-63.6471
287,27031,2009,16,-43.4263
287,27031,2009,17,-29.1482
287,27031,2009,18,-43.5205
287,27031,2009,19,-53.9916
287,27031,2009,20,-61.7312
287,27031,2009,21,-83.0465
287,27031,2009,22,-90.7213
287,27031,2009,23,-112.8778
287,27031,2009,24,-114.8651
287,27031,2010,16,17.0898
287,27031,2010,17,19.2618
287,27031,2010,18,9.5495
287,27031,2010,19,29.2574
287,27031,2010,20,30.9468
287,27031,2010,21,30.8425
287,27031,2010,22,42.7607
287,27031,2010,23,51.1682
287,27031,2010,24,63.6599
287,27031,2011,16,-7.2452
287,27031,2011,17,-33.7392
287,27031,2011,18,-35.1455
287,27031,2011,19,-18.3676
287,27031,2011,20,-20.6532
287,27031,2011,21,10.2305
287,27031,2011,22,5.6567
287,27031,2011,23,25.9092
287,27031,2011,24,24.3209
287,27031,2012,16,31.2868
287,27031,2012,17,34.7368
287,27031,2012,18,44.6435
287,27031,2012,19,68.0194
287,27031,2012,20,86.7198
287,27031,2012,21,98.3845
287,27031,2012,22,102.4807
287,27031,2012,23,108.0432
287,27031,2012,24,100.8279
287,27031,2013,16,-16.8522
287,27031,2013,17,-23.5712
287,27031,2013,18,-18.1655
287,27031,2013,19,-8.2496
287,27031,2013,20,-3.8172
287,27031,2013,21,-3.9785
287,27031,2013,22,-25.9823
287,27031,2013,23,-42.8758
287,27031,2013,24,-56.5411
287,27031,2014,16,-6.3462
287,27031,2014,17,-23.9402
287,27031,2014,18,-30.0105
287,27031,2014,19,-28.4296
287,27031,2014,20,-45.8672
287,27031,2014,21,-46.6845
287,27031,2014,22,-45.7403
287,27031,2014,23,-52.3508
287,27031,2014,24,-52.3761
287,27031,2015,16,3.0398
287,27031,2015,17,-11.0612
287,27031,2015,18,-16.4005
287,27031,2015,19,-14.9256
287,27031,2015,20,-14.0962
287,27031,2015,21,-12.9415
287,27031,2015,22,6.2217
287,27031,2015,23,-4.2778
287,27031,2015,24,-10.7271
287,27031,2016,16,-7.5872
287,27031,2016,17,-1.7462
287,27031,2016,18,-7.9555
287,27031,2016,19,-3.3526
287,27031,2016,20,-5.2792
287,27031,2016,21,-4.1245
287,27031,2016,22,7.8357
287,27031,2016,23,15.1152
287,27031,2016,24,11.2529
287,27031,2017,16,-7.6982
287,27031,2017,17,-23.4482
287,27031,2017,18,-43.2105
287,27031,2017,19,-38.5466
287,27031,2017,20,-45.9862
287,27031,2017,21,-46.5785
287,27031,2017,22,-44.8503
287,27031,2017,23,-48.8008
287,27031,2017,24,-57.2051
287,27031,2018,16,50.4258
287,27031,2018,17,49.2668
287,27031,2018,18,51.1345
287,27031,2018,19,62.5274
287,27031,2018,20,79.7838
287,27031,2018,21,79.0775
287,27031,2018,22,78.8037
287,27031,2018,23,73.4032
287,27031,2018,24,76.4249
288,27033,1994,16,81.7011
288,27033,1994,17,83.2062
288,27033,1994,18,74.1693
288,27033,1994,19,67.0082
288,27033,1994,20,40.0483
288,27033,1994,21,24.6913
288,27033,1994,22,9.0417
288,27033,1994,23,5.6564
288,27033,1994,24,-22.0608
288,27033,1995,16,-34.6809
288,27033,1995,17,4.4662
288,27033,1995,18,-17.7947
288,27033,1995,19,-34.7868
288,27033,1995,20,-0.6077
288,27033,1995,21,-17.5497
288,27033,1995,22,-19.0563
288,27033,1995,23,-21.5246
288,27033,1995,24,2.8842
288,27033,1996,16,-51.7369
288,27033,1996,17,-77.2608
288,27033,1996,18,-51.9327
288,27033,1996,19,-51.1668
288,27033,1996,20,-77.2157
288,27033,1996,21,-84.4227
288,27033,1996,22,-97.1923
288,27033,1996,23,-109.2746
288,27033,1996,24,-111.1848
288,27033,1997,16,-8.2709
288,27033,1997,17,-4.7558
288,27033,1997,18,-0.5657
288,27033,1997,19,-32.1088
288,27033,1997,20,-36.4967
288,27033,1997,21,-19.4437
288,27033,1997,22,-11.0843
288,27033,1997,23,-13.3076
288,27033,1997,24,-28.3058
288,27033,1998,16,32.7921
288,27033,1998,17,26.3362
288,27033,1998,18,25.8533
288,27033,1998,19,25.1262
288,27033,1998,20,41.0903
288,27033,1998,21,33.3053
288,27033,1998,22,23.2477
288,27033,1998,23,5.5844
288,27033,1998,24,1.8192
288,27033,1999,16,5.9061
288,27033,1999,17,-2.9028
288,27033,1999,18,-12.7887
288,27033,1999,19,-4.2498
288,27033,1999,20,-7.4097
288,27033,1999,21,-12.8367
288,27033,1999,22,29.7647
288,27033,1999,23,23.8954
288,27033,1999,24,27.6722
288,27033,2000,16,33.2631
288,27033,2000,17,20.4132
288,27033,2000,18,0.9783
288,27033,2000,19,7.8032
288,27033,2000,20,24.3563
288,27033,2000,21,-5.1307
288,27033,2000,22,-17.0353
288,27033,2000,23,-21.1406
288,27033,2000,24,-14.5068
288,27033,2001,16,0.0791
288,27033,2001,17,-6.6568
288,27033,2001,18,17.5433
288,27033,2001,19,21.1022
288,27033,2001,20,36.8493
288,27033,2001,21,67.7183
288,27033,2001,22,63.5067
288,27033,2001,23,101.0434
288,27033,2001,24,122.0682
288,27033,2002,16,-14.1659
288,27033,2002,17,2.5442
288,27033,2002,18,27.0153
288,27033,2002,19,53.9912
288,27033,2002,20,48.3703
288,27033,2002,21,96.4843
288,27033,2002,22,101.2167
288,27033,2002,23,120.5604
288,27033,2002,24,116.4242
288,27033,2003,16,-44.8869
288,27033,2003,17,-45.3898
288,27033,2003,18,-62.4777
288,27033,2003,19,-52.7188
288,27033,2003,20,-68.9847
288,27033,2003,21,-82.8157
288,27033,2003,22,-82.4093
288,27033,2003,23,-91.4926
288,27033,2003,24,-94.8098
288,27033,2004,16,-2.5609
288,27033,2004,17,-38.6858
288,27033,2004,18,-67.5317
288,27033,2004,19,-77.5358
288,27033,2004,20,-84.2407
288,27033,2004,21,-85.9657
288,27033,2004,22,-91.8183
288,27033,2004,23,-97.9626
288,27033,2004,24,-117.2318
288,27033,2005,16,-11.8499
288,27033,2005,17,17.8132
288,27033,2005,18,23.1773
288,27033,2005,19,16.9282
288,27033,2005,20,31.4593
288,27033,2005,21,44.9993
288,27033,2005,22,53.2217
288,27033,2005,23,62.2244
288,27033,2005,24,70.1852
288,27033,2006,16,69.7421
288,27033,2006,17,56.7612
288,27033,2006,18,49.3723
288,27033,2006,19,49.1332
288,27033,2006,20,50.9413
288,27033,2006,21,53.1313
288,27033,2006,22,82.1417
288,27033,2006,23,99.1934
288,27033,2006,24,106.6142
288,27033,2007,16,86.8601
288,27033,2007,17,87.7652
288,27033,2007,18,79.4883
288,27033,2007,19,92.3752
288,27033,2007,20,80.0283
288,27033,2007,21,75.0113
288,27033,2007,22,116.1937
288,27033,2007,23,117.4784
288,27033,2007,24,126.8982
288,27033,2008,16,-39.0019
288,27033,2008,17,-46.4658
288,27033,2008,18,-55.2097
288,27033,2008,19,-53.9748
288,27033,2008,20,-40.4797
288,27033,2008,21,-19.3837
288,27033,2008,22,-17.9713
288,27033,2008,23,-8.2556
288,27033,2008,24,-7.8298
288,27033,2009,16,-14.1879
288,27033,2009,17,4.3632
288,27033,2009,18,1.9053
288,27033,2009,19,-8.9678
288,27033,2009,20,-22.1207
288,27033,2009,21,-58.4017
288,27033,2009,22,-64.3333
288,27033,2009,23,-74.9676
288,27033,2009,24,-74.2588
288,27033,2010,16,12.4211
288,27033,2010,17,12.0102
288,27033,2010,18,10.3673
288,27033,2010,19,15.9692
288,27033,2010,20,13.1893
288,27033,2010,21,11.8873
288,27033,2010,22,14.7887
288,27033,2010,23,24.2204
288,27033,2010,24,52.7062
288,27033,2011,16,-3.4309
288,27033,2011,17,-28.8798
288,27033,2011,18,-28.5707
288,27033,2011,19,-18.9378
288,27033,2011,20,-19.2817
288,27033,2011,21,17.8143
288,27033,2011,22,32.6387
288,27033,2011,23,57.4754
288,27033,2011,24,54.6872
288,27033,2012,16,69.8171
288,27033,2012,17,69.9872
288,27033,2012,18,76.7783
288,27033,2012,19,117.0272
288,27033,2012,20,119.6343
288,27033,2012,21,137.4073
288,27033,2012,22,170.0917
288,27033,2012,23,181.9104
288,27033,2012,24,180.3582
288,27033,2013,16,-49.0749
288,27033,2013,17,-50.3758
288,27033,2013,18,-52.0347
288,27033,2013,19,-40.7708
288,27033,2013,20,-38.5917
288,27033,2013,21,-16.1677
288,27033,2013,22,-41.1793
288,27033,2013,23,-65.2076
288,27033,2013,24,-77.7008
288,27033,2014,16,0.5031
288,27033,2014,17,-3.7448
288,27033,2014,18,-6.3277
288,27033,2014,19,-14.8118
288,27033,2014,20,-32.8147
288,27033,2014,21,-51.8327
288,27033,2014,22,-65.2403
288,27033,2014,23,-76.9306
288,27033,2014,24,-88.5778
288,27033,2015,16,-15.2919
288,27033,2015,17,-27.8968
288,27033,2015,18,-39.5867
288,27033,2015,19,-60.5388
288,27033,2015,20,-55.3917
288,27033,2015,21,-63.0667
288,27033,2015,22,-57.4503
288,27033,2015,23,-59.2796
288,27033,2015,24,-57.5828
288,27033,2016,16,34.7701
288,27033,2016,17,37.3332
288,27033,2016,18,28.4393
288,27033,2016,19,22.6192
288,27033,2016,20,15.0593
288,27033,2016,21,4.2653
288,27033,2016,22,23.9877
288,27033,2016,23,26.1394
288,27033,2016,24,27.7132
288,27033,2017,16,46.0271
288,27033,2017,17,19.1072
288,27033,2017,18,-9.8757
288,27033,2017,19,-7.4748
288,27033,2017,20,-15.6447
288,27033,2017,21,-8.0697
288,27033,2017,22,-10.7913
288,27033,2017,23,-27.3016
288,27033,2017,24,-44.7658
288,27033,2018,16,143.8141
288,27033,2018,17,127.4332
288,27033,2018,18,134.5303
288,27033,2018,19,139.2572
288,27033,2018,20,169.2143
288,27033,2018,21,157.0963
288,27033,2018,22,141.2187
288,27033,2018,23,130.8534
288,27033,2018,24,138.0382
289,27035,1994,16,45.6417
289,27035,1994,17,50.0937
289,27035,1994,18,44.1674
289,27035,1994,19,45.5069
289,27035,1994,20,34.1728
289,27035,1994,21,26.6746
289,27035,1994,22,11.7157
289,27035,1994,23,5.2728
289,27035,1994,24,-19.921
289,27035,1995,16,3.7017
289,27035,1995,17,55.8517
289,27035,1995,18,49.6564
289,27035,1995,19,30.5049
289,27035,1995,20,43.7328
289,27035,1995,21,32.7656
289,27035,1995,22,35.4057
289,27035,1995,23,28.1818
289,27035,1995,24,33.76
289,27035,1996,16,-32.9233
289,27035,1996,17,-45.9343
289,27035,1996,18,-42.4316
289,27035,1996,19,-39.2731
289,27035,1996,20,-59.4092
289,27035,1996,21,-58.4344
289,27035,1996,22,-76.8073
289,27035,1996,23,-82.8712
289,27035,1996,24,-82.4
289,27035,1997,16,-16.5983
289,27035,1997,17,-15.8993
289,27035,1997,18,-13.8666
289,27035,1997,19,-43.7501
289,27035,1997,20,-43.0012
289,27035,1997,21,-39.0424
289,27035,1997,22,-29.2403
289,27035,1997,23,-28.3152
289,27035,1997,24,-41.296
289,27035,1998,16,30.9177
289,27035,1998,17,24.8587
289,27035,1998,18,25.7564
289,27035,1998,19,24.5449
289,27035,1998,20,43.1418
289,27035,1998,21,42.1736
289,27035,1998,22,37.4827
289,27035,1998,23,31.5808
289,27035,1998,24,36.124
289,27035,1999,16,1.9817
289,27035,1999,17,-2.0963
289,27035,1999,18,-15.4526
289,27035,1999,19,-0.4911
289,27035,1999,20,-0.3202
289,27035,1999,21,2.6046
289,27035,1999,22,24.9047
289,27035,1999,23,38.0908
289,27035,1999,24,32.599
289,27035,2000,16,3.1027
289,27035,2000,17,-21.5443
289,27035,2000,18,-42.8826
289,27035,2000,19,-37.9291
289,27035,2000,20,-30.2252
289,27035,2000,21,-51.0934
289,27035,2000,22,-49.1493
289,27035,2000,23,-48.5722
289,27035,2000,24,-42.833
289,27035,2001,16,6.6807
289,27035,2001,17,-7.3053
289,27035,2001,18,11.1264
289,27035,2001,19,6.4229
289,27035,2001,20,14.0088
289,27035,2001,21,35.5936
289,27035,2001,22,36.2467
289,27035,2001,23,60.1788
289,27035,2001,24,76.544
289,27035,2002,16,-31.1613
289,27035,2002,17,-29.7613
289,27035,2002,18,9.0774
289,27035,2002,19,27.9469
289,27035,2002,20,24.9318
289,27035,2002,21,42.1666
289,27035,2002,22,39.3277
289,27035,2002,23,31.8188
289,27035,2002,24,33.668
289,27035,2003,16,-11.3433
289,27035,2003,17,-8.2633
289,27035,2003,18,-25.1506
289,27035,2003,19,-13.4831
289,27035,2003,20,-27.0322
289,27035,2003,21,-33.4084
289,27035,2003,22,-29.8863
289,27035,2003,23,-35.3652
289,27035,2003,24,-26.245
289,27035,2004,16,-45.6053
289,27035,2004,17,-71.6333
289,27035,2004,18,-99.9356
289,27035,2004,19,-115.0651
289,27035,2004,20,-118.7752
289,27035,2004,21,-111.0944
289,27035,2004,22,-122.8043
289,27035,2004,23,-139.1112
289,27035,2004,24,-163.752
289,27035,2005,16,-24.4903
289,27035,2005,17,-5.3023
289,27035,2005,18,-9.4956
289,27035,2005,19,-8.1071
289,27035,2005,20,19.0808
289,27035,2005,21,37.9566
289,27035,2005,22,30.9227
289,27035,2005,23,44.8188
289,27035,2005,24,54.769
289,27035,2006,16,73.5757
289,27035,2006,17,63.6177
289,27035,2006,18,57.1624
289,27035,2006,19,67.9269
289,27035,2006,20,89.9178
289,27035,2006,21,110.4906
289,27035,2006,22,135.5817
289,27035,2006,23,154.2028
289,27035,2006,24,164.601
289,27035,2007,16,84.6377
289,27035,2007,17,92.2847
289,27035,2007,18,87.1894
289,27035,2007,19,102.7359
289,27035,2007,20,89.8378
289,27035,2007,21,90.8606
289,27035,2007,22,157.2877
289,27035,2007,23,177.4708
289,27035,2007,24,200.263
289,27035,2008,16,-62.5903
289,27035,2008,17,-68.2763
289,27035,2008,18,-73.7186
289,27035,2008,19,-73.7561
289,27035,2008,20,-82.8412
289,27035,2008,21,-86.2364
289,27035,2008,22,-88.8233
289,27035,2008,23,-89.5552
289,27035,2008,24,-90.421
289,27035,2009,16,-24.7273
289,27035,2009,17,-15.0563
289,27035,2009,18,-29.3786
289,27035,2009,19,-37.5821
289,27035,2009,20,-54.8492
289,27035,2009,21,-86.1624
289,27035,2009,22,-91.6703
289,27035,2009,23,-121.1162
289,27035,2009,24,-127.807
289,27035,2010,16,12.9177
289,27035,2010,17,20.8877
289,27035,2010,18,11.2714
289,27035,2010,19,29.0979
289,27035,2010,20,27.6508
289,27035,2010,21,28.1326
289,27035,2010,22,30.3477
289,27035,2010,23,39.6198
289,27035,2010,24,54.955
289,27035,2011,16,2.5447
289,27035,2011,17,-24.6453
289,27035,2011,18,-28.0806
289,27035,2011,19,-14.0751
289,27035,2011,20,-15.8212
289,27035,2011,21,16.2866
289,27035,2011,22,23.1757
289,27035,2011,23,34.0758
289,27035,2011,24,38.332
289,27035,2012,16,37.8197
289,27035,2012,17,35.0157
289,27035,2012,18,34.3974
289,27035,2012,19,68.1709
289,27035,2012,20,82.2908
289,27035,2012,21,102.4006
289,27035,2012,22,117.3647
289,27035,2012,23,129.6048
289,27035,2012,24,125.538
289,27035,2013,16,-20.3563
289,27035,2013,17,-23.1483
289,27035,2013,18,-14.7966
289,27035,2013,19,-1.0571
289,27035,2013,20,4.8628
289,27035,2013,21,20.9236
289,27035,2013,22,-3.3573
289,27035,2013,23,-16.6962
289,27035,2013,24,-27.388
289,27035,2014,16,14.3547
289,27035,2014,17,15.7427
289,27035,2014,18,13.7294
289,27035,2014,19,11.2049
289,27035,2014,20,-4.5962
289,27035,2014,21,-5.4954
289,27035,2014,22,-9.5963
289,27035,2014,23,-18.8792
289,27035,2014,24,-22.392
289,27035,2015,16,-3.0353
289,27035,2015,17,-7.5193
289,27035,2015,18,-6.4466
289,27035,2015,19,-11.7391
289,27035,2015,20,-2.0162
289,27035,2015,21,2.9466
289,27035,2015,22,21.0067
289,27035,2015,23,11.7578
289,27035,2015,24,13.419
289,27035,2016,16,14.9407
289,27035,2016,17,17.1837
289,27035,2016,18,7.6074
289,27035,2016,19,7.8799
289,27035,2016,20,1.8388
289,27035,2016,21,9.3856
289,27035,2016,22,22.9337
289,27035,2016,23,26.2228
289,27035,2016,24,29.804
289,27035,2017,16,30.7507
289,27035,2017,17,10.9897
289,27035,2017,18,-14.7056
289,27035,2017,19,-2.5491
289,27035,2017,20,-13.2442
289,27035,2017,21,-5.3904
289,27035,2017,22,-3.8333
289,27035,2017,23,-16.4592
289,27035,2017,24,-23.131
289,27035,2018,16,89.5787
289,27035,2018,17,91.4637
289,27035,2018,18,94.6264
289,27035,2018,19,107.4149
289,27035,2018,20,127.6378
289,27035,2018,21,125.5686
289,27035,2018,22,115.7637
289,27035,2018,23,106.4588
289,27035,2018,24,117.677
290,27037,1994,16,72.5395
290,27037,1994,17,78.4781
290,27037,1994,18,69.0329
290,27037,1994,19,63.0348
290,27037,1994,20,46.2325
290,27037,1994,21,35.0274
290,27037,1994,22,17.1716
290,27037,1994,23,13.0125
290,27037,1994,24,-15.1375
290,27037,1995,16,-3.6325
290,27037,1995,17,51.8551
290,27037,1995,18,38.2159
290,27037,1995,19,19.1628
290,27037,1995,20,44.9855
290,27037,1995,21,32.3434
290,27037,1995,22,36.5226
290,27037,1995,23,41.2995
290,27037,1995,24,59.0615
290,27037,1996,16,-38.8575
290,27037,1996,17,-60.1869
290,27037,1996,18,-41.1841
290,27037,1996,19,-41.6042
290,27037,1996,20,-65.9575
290,27037,1996,21,-68.0916
290,27037,1996,22,-80.9214
290,27037,1996,23,-94.3855
290,27037,1996,24,-92.2925
290,27037,1997,16,-15.8535
290,27037,1997,17,-15.9299
290,27037,1997,18,-15.6261
290,27037,1997,19,-52.8552
290,27037,1997,20,-54.5085
290,27037,1997,21,-33.9516
290,27037,1997,22,-27.2594
290,27037,1997,23,-33.4995
290,27037,1997,24,-46.5585
290,27037,1998,16,41.2365
290,27037,1998,17,33.3821
290,27037,1998,18,34.5139
290,27037,1998,19,31.9578
290,27037,1998,20,50.2125
290,27037,1998,21,47.5364
290,27037,1998,22,36.3846
290,27037,1998,23,21.7425
290,27037,1998,24,23.5915
290,27037,1999,16,16.7675
290,27037,1999,17,9.1231
290,27037,1999,18,-3.2671
290,27037,1999,19,32.2248
290,27037,1999,20,32.4185
290,27037,1999,21,31.7484
290,27037,1999,22,63.0636
290,27037,1999,23,63.1705
290,27037,1999,24,60.3335
290,27037,2000,16,14.5725
290,27037,2000,17,-5.8439
290,27037,2000,18,-19.9281
290,27037,2000,19,-18.1962
290,27037,2000,20,-4.9115
290,27037,2000,21,-27.0896
290,27037,2000,22,-34.2434
290,27037,2000,23,-36.1555
290,27037,2000,24,-31.3045
290,27037,2001,16,-18.3575
290,27037,2001,17,-30.1059
290,27037,2001,18,-3.9321
290,27037,2001,19,-12.1742
290,27037,2001,20,-5.7075
290,27037,2001,21,21.8494
290,27037,2001,22,21.8386
290,27037,2001,23,58.5185
290,27037,2001,24,74.9805
290,27037,2002,16,-32.2485
290,27037,2002,17,-29.1039
290,27037,2002,18,-6.8061
290,27037,2002,19,19.3578
290,27037,2002,20,13.9985
290,27037,2002,21,29.3444
290,27037,2002,22,30.1226
290,27037,2002,23,34.8485
290,27037,2002,24,34.5775
290,27037,2003,16,-36.1665
290,27037,2003,17,-31.6679
290,27037,2003,18,-51.0191
290,27037,2003,19,-40.9082
290,27037,2003,20,-56.7625
290,27037,2003,21,-68.7166
290,27037,2003,22,-62.6794
290,27037,2003,23,-68.5515
290,27037,2003,24,-67.2515
290,27037,2004,16,-25.4165
290,27037,2004,17,-59.4529
290,27037,2004,18,-92.8081
290,27037,2004,19,-102.1702
290,27037,2004,20,-112.3135
290,27037,2004,21,-113.7016
290,27037,2004,22,-123.0444
290,27037,2004,23,-129.4155
290,27037,2004,24,-147.3195
290,27037,2005,16,9.5805
290,27037,2005,17,33.5601
290,27037,2005,18,36.1029
290,27037,2005,19,25.1418
290,27037,2005,20,50.7105
290,27037,2005,21,66.6514
290,27037,2005,22,66.1056
290,27037,2005,23,88.7185
290,27037,2005,24,95.5985
290,27037,2006,16,48.5145
290,27037,2006,17,40.0301
290,27037,2006,18,28.2499
290,27037,2006,19,27.9258
290,27037,2006,20,35.7275
290,27037,2006,21,61.5864
290,27037,2006,22,89.4186
290,27037,2006,23,112.0585
290,27037,2006,24,117.2115
290,27037,2007,16,97.0725
290,27037,2007,17,93.1001
290,27037,2007,18,86.6169
290,27037,2007,19,97.9798
290,27037,2007,20,84.9435
290,27037,2007,21,80.8654
290,27037,2007,22,118.0796
290,27037,2007,23,123.2405
290,27037,2007,24,142.7175
290,27037,2008,16,-51.6705
290,27037,2008,17,-67.0499
290,27037,2008,18,-75.1121
290,27037,2008,19,-77.3022
290,27037,2008,20,-83.5715
290,27037,2008,21,-79.1756
290,27037,2008,22,-79.2244
290,27037,2008,23,-73.9175
290,27037,2008,24,-67.8885
290,27037,2009,16,-27.1235
290,27037,2009,17,-14.4039
290,27037,2009,18,-25.3331
290,27037,2009,19,-40.8922
290,27037,2009,20,-53.6365
290,27037,2009,21,-87.1146
290,27037,2009,22,-92.8764
290,27037,2009,23,-112.6615
290,27037,2009,24,-112.5015
290,27037,2010,16,10.6385
290,27037,2010,17,10.5471
290,27037,2010,18,-0.0831
290,27037,2010,19,12.3398
290,27037,2010,20,13.7505
290,27037,2010,21,15.8494
290,27037,2010,22,22.5116
290,27037,2010,23,32.9575
290,27037,2010,24,58.1015
290,27037,2011,16,0.4745
290,27037,2011,17,-20.9079
290,27037,2011,18,-31.0401
290,27037,2011,19,-19.9192
290,27037,2011,20,-19.3885
290,27037,2011,21,16.3804
290,27037,2011,22,28.8106
290,27037,2011,23,43.3575
290,27037,2011,24,42.1255
290,27037,2012,16,62.8045
290,27037,2012,17,60.9971
290,27037,2012,18,63.0989
290,27037,2012,19,95.9428
